"x","y"
9.80694444444444,196
10.0147222222222,238
11.0594444444444,478
24.7847222222222,920
20.6252777777778,897
18.0058333333333,857
18.2819444444444,861
33.2016666666667,951
18.8125,873
18.715,870
11.1672222222222,490
11.1169444444444,483
11.0005555555556,467
11.0258333333333,469
11.0491666666667,475
11.0669444444444,479
11.3161111111111,507
10.9830555555556,462
18.7177777777778,871
18.7905555555556,872
18.7030555555556,870
19.0855555555556,876
19.0191666666667,874
18.3738888888889,865
18.7258333333333,871
18.6975,870
19.0661111111111,876
18.3777777777778,865
18.3477777777778,863
20.2405555555556,891
18.7305555555556,871
18.7847222222222,872
19.0602777777778,876
18.3005555555556,863
17.0372222222222,770
16.9330555555556,761
16.0275,664
16.1816666666667,690
16.2002777777778,693
16.2461111111111,701
16.0458333333333,670
16.0491666666667,671
16.0591666666667,672
16.0705555555556,675
16.0855555555556,679
16.0916666666667,680
16.3458333333333,712
16.3588888888889,714
16.5061111111111,729
18.7775,871
0.870833333333333,29
0.819166666666667,29
18.5530555555556,868
17.8816666666667,855
16.0072222222222,661
16.0127777777778,662
17.1488888888889,775
17.6697222222222,835
17.66,831
16.0766666666667,677
16.3711111111111,715
18.5566666666667,868
9.32222222222222,169
9.09444444444444,151
9.25361111111111,166
9.29388888888889,168
10.39,355
9.86777777777778,209
11.1983333333333,496
18.5827777777778,870
18.6780555555556,870
19.0283333333333,875
18.4422222222222,867
18.32,863
18.3730555555556,865
18.3347222222222,863
18.6269444444444,870
18.8586111111111,873
19.0616666666667,876
18.3402777777778,863
19.5975,882
18.6475,870
11.1397222222222,486
11.1666666666667,489
11.2866666666667,503
11.035,470
11.0372222222222,472
11.1155555555556,482
10.9177777777778,451
10.9455555555556,452
10.9675,456
18.9325,873
18.1188888888889,859
18.3425,863
20.3566666666667,893
17.4038888888889,800
17.4119444444444,800
17.2755555555556,783
17.2397222222222,780
17.5536111111111,813
19.0436111111111,876
19.8266666666667,887
68.5608333333333,982
15.98,661
16.2633333333333,702
16.0402777777778,668
16.4383333333333,725
18.5455555555556,868
27.9252777777778,936
70.7386111111111,984
35.3386111111111,953
34.5483333333333,951
10.4983333333333,375
34.5627777777778,952
34.5861111111111,952
43.7236111111111,964
11.9691666666667,556
10.5855555555556,396
10.5402777777778,382
10.5441666666667,384
10.5452777777778,384
10.5513888888889,386
10.875,445
10.8902777777778,446
18.5413888888889,868
17.7266666666667,844
17.7897222222222,852
17.6077777777778,818
17.6166666666667,820
17.6308333333333,823
17.6533333333333,829
18.1797222222222,859
15.945,661
16.0666666666667,674
17.9011111111111,856
15.9941666666667,661
16.0975,682
16.1152777777778,684
18.5194444444444,868
15.9855555555556,661
16.9663888888889,765
17.0416666666667,771
17.0566666666667,772
16.91,758
16.1519444444444,687
16.3422222222222,709
16.0333333333333,665
16.0611111111111,672
16.0627777777778,673
16.4036111111111,721
18.3,863
17.6883333333333,838
17.7133333333333,842
17.7375,846
17.7441666666667,848
17.7791666666667,851
17.63,822
17.6447222222222,826
8.85166666666667,132
8.89361111111111,133
8.42166666666667,112
9.39861111111111,172
9.31666666666667,168
9.20361111111111,161
8.17777777777778,88
8.18583333333333,91
8.14611111111111,83
8.12,80
8.32694444444444,107
7.21583333333333,60
7.0975,57
7.9525,72
7.9825,73
8.00305555555556,74
12.2594444444444,574
16.8141666666667,747
9.97916666666667,231
10.6125,402
12.1788888888889,568
11.5291666666667,518
11.58,525
10.6038888888889,400
10.635,412
10.5272222222222,378
10.6730555555556,420
10.9222222222222,451
10.6794444444444,422
10.7086111111111,426
10.7466666666667,431
19.5288888888889,879
8.9825,136
9.00527777777778,136
9.00777777777778,137
9.01361111111111,137
9.13388888888889,158
10.0419444444444,241
69.2127777777778,983
80.8119444444444,985
80.8291666666667,985
80.9838888888889,985
80.9911111111111,985
81.8361111111111,985
94.0580555555556,985
81.925,985
54.1616666666667,974
54.1769444444444,974
2.35888888888889,42
2.41694444444444,43
2.66722222222222,45
52.3261111111111,971
50.0480555555556,969
50.0597222222222,969
50.1044444444444,969
50.4686111111111,971
54.0416666666667,973
50.1369444444444,970
50.5077777777778,971
49.9366666666667,969
49.5005555555556,968
49.5519444444444,968
49.6327777777778,968
45.5508333333333,967
36.6388888888889,959
39.6461111111111,961
39.6911111111111,962
36.0641666666667,958
36.3072222222222,959
44.1647222222222,964
57.0463888888889,980
61.6825,982
56.8288888888889,980
56.4755555555556,977
56.5502777777778,979
56.6,980
56.6897222222222,980
56.6925,980
48.4763888888889,967
55.1605555555556,976
33.3672222222222,951
34.7277777777778,952
29.8677777777778,945
29.5177777777778,943
29.7211111111111,944
29.7561111111111,944
29.5502777777778,943
42.1183333333333,962
35.7272222222222,956
36.0605555555556,958
35.75,956
45.5275,967
36.0591666666667,958
36.3061111111111,959
8.41111111111111,111
8.40416666666667,110
33.0052777777778,950
32.9777777777778,949
32.95,948
32.965,949
33.0355555555556,950
33.1052777777778,950
33.4913888888889,951
32.94,948
32.9702777777778,949
33.0041666666667,949
45.4722222222222,967
45.1747222222222,966
